vel_IC,phi_IC,trial_num,vx,vz,mu_0,sigma_0,RREV_threshold,RREV_sig,My_d,My_d_sig,landing_rate_4_leg,landing_rate_2_leg,RREV_flip_mean,RREV_flip_std,OF_y_flip_mean,OF_y_flip_std,flip_height_mean,flip_height_std,flip_vz_mean,flip_vz_std,impact_force_x_mean,impact_force_x_std,impact_force_z_mean,impact_force_z_std,impact_vx_mean,impact_vx_std,impact_vz_mean,impact_vz_std,impact_eul_mean,impact_eul_std,t_delta_mean,t_delta_std
2.0,30.0,3,1.73,1.0,[3.43 6.53],[2. 2.],4.71,0.06,7.58,0.0,0.5417,0.1042,4.8203,0.0534,-8.308,0.0927,1.8885,0.0023,0.995,0.0,2.767,0.2732,3.5167,0.2835,1.3583,0.0542,0.2694,0.0878,82.8136,10.9287,0.1699,0.0099
2.0,30.0,4,1.73,1.0,[5.4  3.95],[2. 2.],6.97,0.02,3.72,0.19,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2.0,30.0,5,1.73,1.0,[2.78 6.1 ],[2. 2.],6.85,0.03,2.85,0.07,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2.0,30.0,6,1.73,1.0,[4.45 7.19],[2. 2.],6.95,0.01,3.97,0.02,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2.0,30.0,7,1.73,1.0,[3.52 6.66],[2. 2.],6.09,0.0,6.72,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2.0,37.5,3,1.59,1.22,[4.24 7.14],[2. 2.],4.75,0.0,8.13,0.13,0.8125,0.0417,4.9007,0.0592,-6.3479,0.0789,1.8499,0.0059,1.213,0.0,2.3019,0.4515,3.1147,0.3488,1.1868,0.0312,0.5138,0.0681,87.2152,7.4338,0.1707,0.0058
2.0,37.5,4,1.59,1.22,[4.38 5.83],[2. 2.],4.76,0.0,8.12,0.0,0.9583,0.0,4.8851,0.0542,-6.3259,0.0716,1.8448,0.0045,1.213,0.0,2.3479,0.4342,3.0728,0.3981,1.1606,0.0392,0.487,0.0668,92.7871,13.6522,0.1729,0.0106
2.0,37.5,5,1.59,1.22,[2.94 7.97],[2. 2.],4.58,0.0,9.25,0.0,0.6042,0.0417,4.7374,0.0317,-6.1336,0.0412,1.8427,0.0042,1.213,0.0,2.9217,0.4663,3.23,0.3666,1.1172,0.0267,0.5747,0.0835,97.6901,13.5419,0.1697,0.0104
2.0,37.5,6,1.59,1.22,[4.74 3.29],[2. 2.],6.91,0.01,1.78,0.16,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2.0,37.5,7,1.59,1.22,[3.62 6.68],[2. 2.],4.75,0.0,8.35,0.0,0.9792,0.0,4.9072,0.0599,-6.3551,0.0795,1.8523,0.0042,1.213,0.0,2.1449,0.5005,3.111,0.4316,1.1862,0.0354,0.5472,0.0624,86.1766,7.8228,0.1674,0.0052
2.0,45.0,3,1.41,1.41,[5.14 4.5 ],[2. 2.],4.96,0.0,6.87,0.04,0.875,0.0,5.1081,0.0804,-5.069,0.0805,1.8205,0.0067,1.4095,0.0005,1.7915,0.4343,2.5581,0.4537,1.0376,0.0438,0.5351,0.0904,91.656,19.7701,-22.0293,142.2438
2.0,45.0,4,1.41,1.41,[2.77 3.79],[2. 2.],5.1,0.0,5.35,0.33,0.4792,0.0,5.2724,0.0645,-5.2334,0.0653,1.8321,0.0043,1.4098,0.0004,1.7596,0.327,3.0686,2.9988,1.0763,0.067,0.3414,0.1535,88.9102,20.4384,0.1989,0.0227
2.0,45.0,5,1.41,1.41,[3.27 7.78],[2. 2.],4.76,0.0,8.71,0.01,0.875,0.125,4.9107,0.0537,-4.8719,0.054,1.8067,0.0067,1.4095,0.0005,2.124,0.7207,2.7573,0.5685,0.9564,0.036,0.7062,0.062,96.8819,7.9459,0.1728,0.0048
2.0,45.0,6,1.41,1.41,[3.25 5.23],[2. 2.],4.82,0.0,8.63,0.03,0.9375,0.0625,4.9581,0.0796,-4.9194,0.0805,1.8101,0.0047,1.4095,0.0005,1.8988,0.787,2.951,0.4815,0.9782,0.0321,0.7094,0.0989,95.7264,14.0776,0.1722,0.0106
2.0,45.0,7,1.41,1.41,[5.7  6.29],[2. 2.],4.89,0.01,7.98,0.12,0.9792,0.0208,4.9876,0.0676,-4.9499,0.0673,1.8168,0.0047,1.4096,0.0005,1.8015,0.4978,2.6907,0.5759,0.9969,0.0288,0.6461,0.0624,92.8978,7.2338,0.176,0.0054
2.0,52.5,3,1.22,1.59,[6.35 6.43],[2. 2.],5.15,0.0,5.32,0.01,0.9167,0.0,5.2962,0.0736,-4.0275,0.0556,1.7916,0.0042,1.582,0.0,1.0426,0.2871,1.995,1.2292,0.8928,0.0384,0.4493,0.0968,87.0959,10.1867,0.2004,0.0101
2.0,52.5,4,1.22,1.59,[5.71 4.04],[2. 2.],4.85,0.0,7.72,0.02,0.7917,0.1458,5.0027,0.0609,-3.8016,0.0474,1.7833,0.0043,1.582,0.0,1.4952,0.507,2.2563,0.7888,0.7782,0.0358,0.7289,0.0991,102.4353,14.8934,0.185,0.0113
2.0,52.5,5,1.22,1.59,[3.75 7.02],[2. 2.],4.78,0.0,9.36,0.05,0.7292,0.2708,4.929,0.0507,-3.7452,0.0388,1.7785,0.0039,1.582,0.0,2.0741,0.9616,3.0855,0.7816,0.7221,0.0311,0.8686,0.0756,107.7571,11.0562,0.1747,0.008
2.0,52.5,6,1.22,1.59,[4.29 4.08],[2. 2.],5.04,0.01,5.06,0.11,0.4583,0.0,5.2413,0.0384,-3.983,0.0322,1.7974,0.0039,1.582,0.0,1.2312,0.1865,1.4035,0.3235,0.8553,0.0478,0.3285,0.0775,98.7929,16.6185,0.2153,0.0194
2.0,52.5,7,1.22,1.59,[5.92 7.77],[2. 2.],4.92,0.01,8.75,0.01,0.9792,0.0208,5.0598,0.0771,-3.8453,0.0583,1.7769,0.006,1.582,0.0,1.453,0.4393,3.5656,1.213,0.7564,0.1163,0.8779,0.1507,96.0769,14.3297,0.1103,0.406
2.0,60.0,3,1.0,1.73,[3.48 7.83],[2. 2.],4.92,0.01,7.07,0.01,0.7292,0.2292,5.0284,0.0631,-2.8723,0.0531,1.7545,0.006,1.7269,0.0003,1.0737,0.2154,1.8254,1.0538,0.5883,0.0244,0.7661,0.0763,103.5552,9.3841,0.1917,0.0067
2.0,60.0,4,1.0,1.73,[2.96 7.62],[2. 2.],4.83,0.0,9.26,0.04,0.8542,0.1458,4.9818,0.06,-2.8421,0.0351,1.7486,0.0087,1.727,0.0,1.791,0.665,3.6967,1.3726,0.5241,0.0227,1.0168,0.0944,105.6578,11.2338,0.1763,0.0079
2.0,60.0,5,1.0,1.73,[5.58 5.97],[2. 2.],4.99,0.01,5.98,0.07,0.8125,0.0833,5.1292,0.0659,-2.926,0.0383,1.755,0.0057,1.727,0.0,0.8276,0.1119,1.5001,1.6984,0.6273,0.0305,0.6138,0.1011,97.7306,9.599,0.2022,0.0096
2.0,60.0,6,1.0,1.73,[2.55 6.38],[2. 2.],4.88,0.0,7.41,0.04,0.6875,0.3125,5.0365,0.0602,-2.8717,0.0353,1.7512,0.0059,1.727,0.0,1.1709,0.2813,2.4318,1.048,0.5679,0.0263,0.813,0.1002,103.6235,12.9126,0.1884,0.0094
2.0,60.0,7,1.0,1.73,[6.47 4.07],[2. 2.],4.82,0.0,8.32,0.0,0.7292,0.2708,4.997,0.0524,-2.8509,0.0297,1.7506,0.008,1.727,0.0,1.4185,0.4589,2.9036,1.3457,0.5495,0.0293,0.9079,0.073,106.3965,9.5191,0.1827,0.0054
2.0,67.4,3,0.77,1.85,[4.04 4.43],[2. 2.],4.83,0.01,8.53,0.19,0.6667,0.3333,4.9727,0.0548,-2.0258,0.0232,1.7288,0.0053,1.843,0.0,1.5822,0.4683,2.8902,1.0293,0.301,0.026,0.9927,0.0505,113.3694,7.2732,0.1865,0.005
2.0,67.4,4,0.77,1.85,[5.05 7.23],[2. 2.],4.87,0.13,6.67,0.02,0.2917,0.6458,4.9911,0.0295,-2.034,0.0129,1.7306,0.0022,1.843,0.0,1.0206,0.0662,0.7543,0.4406,0.3574,0.0232,0.7213,0.0513,112.969,4.6672,0.2052,0.0047
2.0,67.4,5,0.77,1.85,[4.52 7.53],[2. 2.],4.88,0.0,8.59,0.01,0.6458,0.3542,5.0023,0.0551,-2.0378,0.0235,1.7266,0.0064,1.843,0.0,1.4852,0.3317,3.2105,1.3189,0.2886,0.0616,0.993,0.2052,111.4368,14.1443,0.0963,0.4801
2.0,67.4,6,0.77,1.85,[5.15 3.98],[2. 2.],6.99,0.0,0.15,0.01,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2.0,67.4,7,0.77,1.85,[4.46 7.91],[2. 2.],4.83,0.0,8.96,0.15,0.7708,0.2292,4.9854,0.0466,-2.0313,0.0189,1.7298,0.0053,1.843,0.0,1.5978,0.3947,3.2038,0.954,0.2767,0.0278,1.0843,0.0593,109.9376,8.2813,0.1811,0.005
2.0,74.9,0,0.52,1.93,[3.19 3.73],[2. 2.],4.8,0.0,8.52,0.06,0.2708,0.7292,4.9429,0.0382,-1.2917,0.0104,1.7062,0.003,1.927,0.0,1.5643,0.3849,2.7906,1.0686,0.0718,0.0196,1.0205,0.0468,121.7729,4.9717,0.1932,0.0061
2.0,74.9,1,0.52,1.93,[6.32 5.2 ],[2. 2.],4.98,0.01,5.43,0.03,0.0,0.8542,,,,,,,,,,,,,,,,,,,,
2.0,74.9,2,0.52,1.93,[5.07 3.39],[2. 2.],4.99,0.0,5.67,0.0,0.0,0.9375,,,,,,,,,,,,,,,,,,,,
2.0,74.9,3,0.52,1.93,[3.87 5.83],[2. 2.],4.98,0.0,6.32,0.23,0.0417,0.9375,4.9825,0.0035,-1.304,0.001,1.7075,0.0005,1.927,0.0,1.097,0.077,0.3675,0.0965,0.0955,0.0205,0.71,0.056,125.4092,2.3832,0.216,0.004
2.0,74.9,4,0.52,1.93,[3.26 6.38],[2. 2.],4.82,0.0,9.19,0.42,0.375,0.625,4.9491,0.0376,-1.2938,0.0099,1.6981,0.0041,1.927,0.0,1.4956,0.4619,2.8247,1.1817,0.0361,0.0242,1.0804,0.0839,122.3694,7.7443,0.1882,0.0055
2.0,74.9,5,0.52,1.93,[5.76 4.81],[2. 2.],4.88,0.0,6.83,0.0,0.0417,0.9583,4.944,0.025,-1.294,0.007,1.7055,0.0065,1.927,0.0,1.0755,0.0425,0.4065,0.0605,0.103,0.018,0.765,0.046,121.6901,1.8482,0.2145,0.0025
2.0,74.9,6,0.52,1.93,[6.12 5.21],[2. 2.],6.83,0.0,0.48,0.02,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2.0,74.9,7,0.52,1.93,[3.85 4.46],[2. 2.],4.92,0.03,5.28,0.0,0.0,0.4792,,,,,,,,,,,,,,,,,,,,
2.0,82.5,3,0.26,1.98,[4.5  3.87],[2. 2.],4.7,0.0,7.85,0.16,0.0208,0.9792,4.889,0.0,-0.611,0.0,1.693,0.0,1.978,0.0,0.747,0.0,0.582,0.0,-0.144,0.0,0.846,0.0,131.0748,0.0,0.211,0.0
2.0,82.5,4,0.26,1.98,[4.68 3.13],[2. 2.],4.8,0.01,9.81,0.03,0.5625,0.4375,4.9559,0.0469,-0.6201,0.0059,1.6916,0.0041,1.978,0.0,1.6893,0.2445,3.53,1.324,-0.2519,0.0241,1.1844,0.1001,127.6641,15.0761,0.1878,0.0096
2.0,82.5,5,0.26,1.98,[6.35 6.48],[2. 2.],4.89,0.01,7.94,0.0,0.0833,0.9167,4.9212,0.0125,-0.6167,0.0018,1.6842,0.0013,1.978,0.0,1.4033,0.1229,1.4932,0.6144,-0.165,0.0289,0.936,0.0608,126.7421,3.1464,0.2035,0.0046
2.0,82.5,6,0.26,1.98,[5.67 3.56],[2. 2.],6.87,0.0,0.25,0.04,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2.0,82.5,7,0.26,1.98,[5.25 6.53],[2. 2.],4.75,0.04,8.53,0.06,0.1875,0.7917,4.9307,0.0236,-0.6162,0.0038,1.6963,0.0082,1.978,0.0,1.5821,0.073,2.7924,0.8628,-0.2051,0.0285,1.045,0.0516,126.5357,10.2231,0.1964,0.0065
2.0,90.0,0,0.0,2.0,[5.5  5.71],[2. 2.],4.73,0.03,8.9,0.03,0.3333,0.6667,4.8734,0.0446,0.0322,0.0006,1.6865,0.0037,1.995,0.0,1.7047,0.2442,1.6816,0.6477,-0.4638,0.0132,0.9296,0.0871,151.9905,12.2463,0.2127,0.0077
2.0,90.0,1,0.0,2.0,[4.59 7.39],[2. 2.],4.67,0.01,9.51,0.01,0.4583,0.5417,4.8401,0.029,0.0319,0.0006,1.6839,0.0024,1.995,0.0,1.8055,0.1558,1.9206,0.4135,-0.4905,0.0266,0.9695,0.0497,158.7212,8.823,0.2088,0.0045
2.0,90.0,2,0.0,2.0,[3.85 6.95],[2. 2.],4.74,0.0,6.99,0.01,0.0417,0.9583,4.9325,0.0125,0.032,0.0,1.6915,0.0015,1.995,0.0,0.7405,0.0625,0.737,0.207,-0.443,0.025,0.852,0.004,128.4331,0.8962,0.212,0.002
2.0,90.0,3,0.0,2.0,[3.05 3.1 ],[2. 2.],4.69,0.01,7.43,0.22,0.0208,0.9792,4.896,0.0,0.032,0.0,1.692,0.0,1.995,0.0,0.845,0.0,1.237,0.0,-0.426,0.0,0.856,0.0,133.6938,0.0,0.211,0.0
2.0,90.0,4,0.0,2.0,[5.81 4.3 ],[2. 2.],4.77,0.0,9.01,0.11,0.5208,0.4792,4.9081,0.0486,0.0323,0.0007,1.6925,0.005,1.995,0.0,1.8086,0.1687,1.9734,0.8798,-0.4876,0.0306,0.9729,0.1051,147.5532,13.452,0.2074,0.01
2.0,90.0,5,0.0,2.0,[6.4  4.78],[2. 2.],6.84,0.02,4.05,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2.0,90.0,6,0.0,2.0,[3.94 5.17],[2. 2.],4.72,0.0,9.27,0.03,0.3125,0.6875,4.8615,0.051,0.0323,0.0007,1.6782,0.0063,1.995,0.0,1.8385,0.1667,1.7851,0.4664,-0.4762,0.0286,0.9678,0.061,153.8507,9.6761,0.2097,0.0061
2.0,90.0,7,0.0,2.0,[3.57 4.88],[2. 2.],4.84,0.0,9.33,0.02,0.4375,0.5625,4.91,0.0441,0.0317,0.0005,1.6915,0.0038,1.995,0.0,1.9142,0.1891,2.1047,0.7952,-0.4967,0.0351,1.0308,0.1008,147.2423,14.0844,0.2038,0.0091
2.2,45.0,0,1.56,1.56,[2.83 3.  ],[2. 2.],4.89,0.01,8.08,0.02,0.9792,0.0208,5.0084,0.0727,-4.9726,0.0706,1.7887,0.0045,1.551,0.0,2.6693,0.659,3.5261,0.565,1.1195,0.0258,0.7701,0.0671,97.5633,8.373,0.1778,0.0062
2.2,45.0,1,1.56,1.56,[2.55 3.15],[2. 2.],5.78,0.01,3.15,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2.2,45.0,2,1.56,1.56,[5.85 3.14],[2. 2.],5.53,0.0,4.21,0.05,0.1042,0.0208,5.56,0.0118,-5.5208,0.0165,1.8194,0.0005,1.551,0.0,2.664,0.1309,3.0838,0.199,1.2452,0.0082,0.1108,0.0464,90.4216,3.1935,0.225,0.0027
2.2,60.1,0,1.1,1.91,[3.05 7.48],[2. 2.],4.97,0.0,5.83,0.0,0.9167,0.0833,5.1016,0.0662,-2.9141,0.0378,1.7145,0.0059,1.901,0.0,1.0873,0.3101,2.4588,0.96,0.7313,0.0156,0.7442,0.0774,101.0487,8.6507,0.2056,0.0074
2.2,60.1,1,1.1,1.91,[5.96 4.27],[2. 2.],5.17,0.0,4.45,0.05,0.8542,0.0208,5.3007,0.0806,-3.0293,0.0469,1.7331,0.0067,1.901,0.0,0.7953,0.2218,3.0324,3.0516,0.8063,0.0401,0.5749,0.1042,91.9631,43.5794,0.2155,0.0103
2.2,60.1,2,1.1,1.91,[4.19 3.53],[2. 2.],5.39,0.0,3.35,0.0,0.125,0.0208,5.4438,0.0247,-3.1087,0.0139,1.749,0.0015,1.901,0.0,0.5173,0.0291,0.7637,0.8089,0.8362,0.024,0.1948,0.128,88.2003,9.4034,0.2467,0.0125
2.2,75.0,2,0.57,2.13,[3.88 6.45],[2. 2.],4.9,0.0,7.99,0.02,0.5833,0.4167,4.9784,0.0428,-1.3045,0.0113,1.6607,0.0051,2.12,0.0,1.6757,0.4345,3.6485,1.2376,0.1232,0.0302,1.1512,0.0621,121.4746,7.6084,0.1965,0.0053
2.5,22.6,3,2.31,0.96,[6.4  4.83],[2. 2.],6.95,0.0,4.07,0.02,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2.5,22.6,4,2.31,0.96,[2.74 5.99],[2. 2.],4.53,0.0,8.05,0.23,0.75,0.0208,4.6726,0.0465,-11.2515,0.1126,1.8944,0.0035,0.952,0.0,4.1428,0.4219,5.3192,0.6409,1.9102,0.0333,0.2821,0.0769,85.2823,6.7165,0.1674,0.0064
2.5,22.6,5,2.31,0.96,[5.62 7.69],[2. 2.],6.9,0.0,8.28,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2.5,22.6,6,2.31,0.96,[5.61 6.44],[2. 2.],6.86,0.0,4.89,0.01,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2.5,22.6,7,2.31,0.96,[2.84 6.15],[2. 2.],6.96,0.0,3.96,0.11,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2.5,29.9,3,2.17,1.25,[2.96 6.46],[2. 2.],4.93,0.0,6.62,0.0,0.6042,0.0417,5.0537,0.0717,-8.7148,0.1212,1.8528,0.0049,1.245,0.0,3.8105,0.3984,4.9437,0.4772,1.7897,0.0606,0.3541,0.0859,88.5327,14.8307,0.1849,0.0116
2.5,29.9,4,2.17,1.25,[5.59 5.48],[2. 2.],4.67,0.0,9.48,0.0,0.9375,0.0208,4.7986,0.0554,-8.2774,0.0942,1.8355,0.0035,1.245,0.0,4.5517,0.37,5.1024,0.3102,1.7094,0.034,0.67,0.0576,90.9174,6.6268,0.1638,0.0049
2.5,29.9,5,2.17,1.25,[5.31 3.63],[2. 2.],6.99,0.0,2.36,0.05,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2.5,29.9,6,2.17,1.25,[5.29 3.05],[2. 2.],4.69,0.09,9.65,0.28,0.9167,0.0208,4.8263,0.0915,-8.326,0.1575,1.8394,0.0075,1.245,0.0,4.2677,0.7736,5.2185,0.4154,1.7153,0.0502,0.6593,0.0915,91.6057,13.7492,0.1636,0.0093
2.5,29.9,7,2.17,1.25,[3.14 4.44],[2. 2.],4.97,0.0,6.41,0.11,0.75,0.0208,5.1328,0.0629,-8.8569,0.1091,1.8554,0.0058,1.245,0.0,3.8027,0.6861,4.8299,0.8004,1.8265,0.0606,0.3771,0.1104,81.4887,12.8101,0.1788,0.0119
2.5,37.5,3,1.98,1.52,[6.32 4.51],[2. 2.],5.17,0.0,5.49,0.03,0.9583,0.0,5.3063,0.0846,-6.881,0.109,1.8133,0.0054,1.517,0.0,3.5395,1.1397,4.7301,1.8578,1.674,0.0496,0.4624,0.1249,82.3044,13.1766,0.1933,0.0137
2.5,37.5,4,1.98,1.52,[4.94 5.23],[2. 2.],4.96,0.0,7.26,0.01,0.9792,0.0,5.079,0.07,-6.5836,0.093,1.7956,0.0043,1.517,0.0,3.5219,0.617,4.8049,0.739,1.578,0.0467,0.6724,0.0861,92.9468,13.1198,0.1821,0.0104
2.5,37.5,5,1.98,1.52,[4.74 5.15],[2. 2.],5.18,0.05,5.05,0.95,0.625,0.0625,5.3012,0.1055,-6.873,0.1418,1.8056,0.008,1.517,0.0,3.1354,0.4286,5.4712,3.1391,1.6092,0.3082,0.5301,0.2473,83.7476,21.4719,0.0913,0.5061
2.5,37.5,6,1.98,1.52,[5.68 3.33],[2. 2.],6.98,0.0,1.2,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2.5,37.5,7,1.98,1.52,[5.06 6.89],[2. 2.],4.93,0.0,6.8,0.0,0.6458,0.0208,5.0496,0.0615,-6.5463,0.0792,1.7994,0.0036,1.517,0.0,3.7331,0.4645,4.5767,0.4506,1.5807,0.0328,0.5797,0.08,95.7279,9.1034,0.1888,0.0067
2.5,45.0,0,1.77,1.77,[3.28 7.12],[2. 2.],4.88,0.01,7.44,0.01,0.7917,0.2083,5.014,0.0722,-4.9836,0.0731,1.744,0.0092,1.763,0.0,3.8305,0.7195,4.633,0.6862,1.2976,0.2136,0.8058,0.1747,108.153,17.1438,0.1134,0.4696
2.5,45.0,1,1.77,1.77,[4.57 7.95],[2. 2.],5.01,0.0,8.28,0.19,1.0,0.0,5.1297,0.0956,-5.0991,0.0962,1.7505,0.0055,1.763,0.0,3.2525,0.8511,5.8332,1.4672,1.3337,0.0372,1.04,0.0762,93.8888,8.4139,0.1731,0.007
2.5,45.0,2,1.77,1.77,[4.13 7.68],[2. 2.],4.98,0.0,7.48,0.0,1.0,0.0,5.1294,0.0776,-5.0992,0.079,1.7491,0.0101,1.763,0.0,2.8515,0.6567,5.3037,1.8073,1.355,0.0379,0.935,0.0768,93.5702,9.3899,0.1802,0.0067
2.5,45.0,3,1.77,1.77,[4.53 4.04],[2. 2.],4.91,0.02,8.45,0.0,0.8125,0.1875,5.0462,0.0776,-5.0156,0.0783,1.7417,0.0078,1.763,0.0,3.8118,0.945,5.4248,1.3217,1.316,0.0376,1.0192,0.0834,98.4195,10.4346,0.1768,0.0075
2.5,45.0,4,1.77,1.77,[6.23 3.29],[2. 2.],6.9,0.01,0.71,0.06,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2.5,45.0,5,1.77,1.77,[3.5  7.94],[2. 2.],4.82,0.0,7.5,0.0,0.4583,0.5417,4.9856,0.0457,-4.9546,0.0455,1.7403,0.0079,1.763,0.0,4.1376,0.5061,4.3135,0.5174,1.3184,0.0194,0.8262,0.0544,107.5713,7.0246,0.1918,0.0048
2.5,45.0,6,1.77,1.77,[4.34 4.28],[2. 2.],4.95,0.0,7.49,0.0,0.9792,0.0208,5.0827,0.0785,-5.0501,0.0776,1.7441,0.0085,1.763,0.0,3.4239,0.7301,4.8857,0.803,1.3447,0.0283,0.8974,0.0742,98.4466,9.1593,0.1841,0.0065
2.5,45.0,7,1.77,1.77,[5.88 7.6 ],[2. 2.],4.95,0.01,9.55,0.2,1.0,0.0,5.0628,0.0668,-5.0306,0.0691,1.7464,0.0046,1.763,0.0,4.1981,0.9895,5.826,1.079,1.27,0.037,1.1234,0.0707,101.1884,9.0557,0.1695,0.0053
2.5,52.5,3,1.52,1.98,[4.01 6.94],[2. 2.],4.91,0.03,6.69,0.0,0.875,0.125,5.0496,0.084,-3.8446,0.0641,1.7034,0.0114,1.979,0.0,2.8956,0.8155,4.4266,1.0517,1.09,0.1704,0.8966,0.2011,109.2349,20.4019,0.1331,0.4289
2.5,52.5,4,1.52,1.98,[6.46 6.03],[2. 2.],4.88,0.09,6.27,0.02,0.625,0.3333,5.0626,0.0866,-3.8548,0.0661,1.6991,0.0108,1.979,0.0,2.924,0.6471,4.1234,1.0635,1.1277,0.0263,0.8698,0.1026,105.3399,11.4722,0.2035,0.0092
2.5,52.5,5,1.52,1.98,[5.68 7.91],[2. 2.],4.99,0.01,8.37,0.02,1.0,0.0,5.141,0.0838,-3.9156,0.0642,1.713,0.0091,1.979,0.0,2.8349,0.9778,6.6375,1.3782,1.0787,0.0312,1.2206,0.0735,98.8441,9.1606,0.1772,0.0066
2.5,52.5,6,1.52,1.98,[5.99 7.16],[2. 2.],4.91,0.02,6.14,0.0,0.9792,0.0208,5.0385,0.0776,-3.8367,0.0589,1.7052,0.006,1.979,0.0,2.8035,0.7144,4.0536,1.7315,1.1159,0.1674,0.8067,0.1767,109.1822,17.457,0.1459,0.4158
2.5,52.5,7,1.52,1.98,[3.54 6.01],[2. 2.],4.87,0.0,7.01,0.0,0.8125,0.1875,5.0029,0.0627,-3.8081,0.0492,1.7029,0.0074,1.979,0.0,3.4904,0.766,4.5362,0.96,1.0823,0.1767,0.8974,0.1823,117.633,29.0467,0.1267,0.461
2.5,60.1,0,1.25,2.17,[3.77 3.4 ],[2. 2.],4.95,0.0,6.28,0.01,1.0,0.0,5.0896,0.0796,-2.9106,0.046,1.6675,0.0109,2.16,0.0,1.9167,0.6401,5.3537,1.4258,0.8574,0.0242,1.083,0.0744,101.7329,8.333,0.1997,0.0074
2.5,60.1,1,1.25,2.17,[6.34 4.75],[2. 2.],5.0,0.03,8.52,0.98,1.0,0.0,5.1334,0.073,-2.935,0.0418,1.6681,0.0116,2.16,0.0,2.1891,1.0284,6.2304,1.5495,0.8171,0.055,1.2455,0.1944,102.9784,9.867,0.1884,0.0132
2.5,60.1,2,1.25,2.17,[3.5  3.16],[2. 2.],4.9,0.0,8.24,0.15,0.9583,0.0417,5.0359,0.0724,-2.8792,0.0413,1.6652,0.0108,2.16,0.0,3.2858,0.9074,5.8138,1.5687,0.775,0.1222,1.2372,0.2191,117.1437,16.0743,0.1288,0.4091
2.5,60.1,3,1.25,2.17,[5.07 3.06],[2. 2.],4.94,0.0,3.98,0.0,0.7083,0.0,5.1003,0.0499,-2.9163,0.0284,1.6683,0.005,2.16,0.0,1.397,0.3046,2.129,0.6235,0.936,0.0192,0.5626,0.0717,97.9963,6.8197,0.2411,0.0066
