vel_IC,phi_IC,trial_num,vx,vz,mu_0,sigma_0,RREV_threshold,RREV_sig,My_d,My_d_sig,landing_rate_4_leg,landing_rate_2_leg,RREV_flip_mean,RREV_flip_std,OF_y_flip_mean,OF_y_flip_std,flip_height_mean,flip_height_std,flip_vz_mean,flip_vz_std,impact_force_x_mean,impact_force_x_std,impact_force_z_mean,impact_force_z_std,impact_vx_mean,impact_vx_std,impact_vz_mean,impact_vz_std,impact_eul_mean,impact_eul_std,t_delta_mean,t_delta_std
2.5,60.1,4,1.25,2.17,[3.02 7.21],[2. 2.],5.02,0.0,6.16,0.02,0.9583,0.0417,5.1697,0.0651,-2.9565,0.0375,1.6811,0.0063,2.16,0.0,2.01,0.559,6.251,1.5936,0.8753,0.0229,1.1366,0.0567,93.7752,6.2985,0.1938,0.0048
2.5,60.1,5,1.25,2.17,[2.94 3.79],[2. 2.],4.91,0.04,4.51,0.01,0.75,0.0208,5.0972,0.0983,-2.9146,0.056,1.676,0.0082,2.16,0.0,1.648,0.4662,3.3967,1.5267,0.9284,0.0228,0.721,0.1128,98.0931,10.8948,0.2278,0.0113
2.5,60.1,6,1.25,2.17,[3.65 5.01],[2. 2.],5.04,0.06,3.73,0.23,0.5625,0.0625,5.1763,0.0869,-2.9601,0.0515,1.6818,0.0071,2.16,0.0,1.3512,0.3905,2.5197,1.061,0.9622,0.0304,0.5377,0.1566,93.3272,10.1864,0.2421,0.0135
2.5,60.1,7,1.25,2.17,[5.66 4.24],[2. 2.],4.96,0.04,7.88,0.0,0.9792,0.0,5.0675,0.079,-2.8974,0.0458,1.6607,0.0109,2.16,0.0,2.6917,1.0707,5.8197,1.8802,0.8208,0.0124,1.2648,0.0929,108.9837,12.1859,0.189,0.0088
2.5,67.4,3,0.96,2.31,[4.65 4.14],[2. 2.],4.89,0.0,7.09,0.45,0.9583,0.0417,5.0154,0.0589,-2.0502,0.0249,1.6357,0.0054,2.305,0.0,1.9424,0.7816,5.8824,1.7809,0.5325,0.0221,1.2842,0.103,112.5639,9.6459,0.1988,0.0082
2.5,67.4,4,0.96,2.31,[4.19 4.8 ],[2. 2.],5.01,0.0,8.5,0.32,0.875,0.125,5.154,0.0729,-2.1076,0.0298,1.6515,0.0084,2.305,0.0,1.8027,0.589,7.8498,1.3947,0.4776,0.112,1.417,0.3413,107.3027,16.7169,0.0471,0.6031
2.5,67.4,5,0.96,2.31,[4.11 6.47],[2. 2.],4.77,0.01,5.48,0.07,0.625,0.3542,4.9155,0.0391,-2.0084,0.0174,1.6225,0.0109,2.305,0.0,1.5847,0.6749,2.5983,1.116,0.5751,0.1118,0.8877,0.1967,120.2964,14.2192,0.129,0.5304
2.5,67.4,6,0.96,2.31,[2.86 6.79],[2. 2.],5.36,0.05,6.62,0.03,0.5,0.4375,5.5131,0.0764,-2.2557,0.0317,1.6808,0.0074,2.305,0.0,0.8372,0.394,26.4896,9.7281,0.6622,0.0285,1.5363,0.0592,71.9091,6.2053,0.1693,0.006
2.5,67.4,7,0.96,2.31,[5.11 5.67],[2. 2.],4.86,0.0,6.11,0.01,0.9167,0.0833,4.9946,0.0731,-2.0419,0.0299,1.6269,0.0067,2.305,0.0,1.6016,0.6814,4.803,1.643,0.5584,0.0229,1.1144,0.0946,111.5972,10.6434,0.211,0.0088
2.5,74.9,0,0.65,2.41,[4.28 5.12],[2. 2.],4.85,0.0,9.11,0.0,0.8958,0.1042,4.9943,0.0518,-1.3125,0.0142,1.6151,0.005,2.41,0.0,2.4274,0.4023,5.2075,1.1578,0.1488,0.0266,1.4983,0.0837,133.8292,13.2998,0.1959,0.0089
2.5,74.9,1,0.65,2.41,[2.8  4.25],[2. 2.],4.95,0.0,3.43,0.0,0.0,0.9792,,,,,,,,,,,,,,,,,,,,
2.5,74.9,2,0.65,2.41,[5.37 4.27],[2. 2.],4.9,0.0,9.02,0.04,0.9583,0.0417,5.0217,0.0613,-1.319,0.0167,1.6176,0.0059,2.41,0.0,2.2172,0.4204,5.8442,1.9529,0.1561,0.0336,1.5313,0.083,126.5487,12.2552,0.1925,0.0084
2.5,74.9,3,0.65,2.41,[5.98 6.38],[2. 2.],4.79,0.0,9.56,0.11,0.6875,0.3125,4.9535,0.0532,-1.3014,0.0146,1.612,0.0074,2.41,0.0,2.5894,0.3357,4.6499,0.5292,0.1612,0.0238,1.5036,0.0703,140.4381,10.4521,0.1975,0.0072
2.5,74.9,4,0.65,2.41,[4.22 4.01],[2. 2.],4.79,0.0,7.12,0.05,0.7917,0.2083,4.9318,0.0447,-1.2952,0.0126,1.6041,0.0114,2.41,0.0,1.9669,0.4911,4.7711,1.3273,0.2317,0.0281,1.2853,0.0732,124.4941,8.5174,0.2088,0.0071
2.5,74.9,5,0.65,2.41,[2.84 7.93],[2. 2.],4.7,0.0,6.75,0.0,0.25,0.75,4.8748,0.0546,-1.2788,0.0142,1.6056,0.0058,2.41,0.0,1.9632,0.3664,3.5852,1.0586,0.2285,0.0185,1.2022,0.0502,127.256,4.6827,0.216,0.0057
2.5,74.9,6,0.65,2.41,[2.77 5.09],[2. 2.],4.7,0.0,6.12,0.0,0.4375,0.5625,4.8732,0.0298,-1.2797,0.0086,1.5932,0.0031,2.41,0.0,1.8341,0.504,3.0238,1.0299,0.2573,0.0187,1.0791,0.0686,127.6533,6.9875,0.2253,0.0068
2.5,74.9,7,0.65,2.41,[3.51 7.13],[2. 2.],4.91,0.0,7.12,0.01,0.5417,0.4583,4.9952,0.0528,-1.3125,0.0135,1.6028,0.0107,2.41,0.0,1.6999,0.4565,6.2652,1.9374,0.2191,0.0318,1.3427,0.0778,117.7936,7.9428,0.2025,0.0063
2.5,82.4,3,0.33,2.48,[5.5  3.01],[2. 2.],4.73,0.0,9.11,0.03,0.7708,0.2292,4.8749,0.0572,-0.6159,0.0072,1.5911,0.0079,2.474,0.0,2.0052,0.3775,4.1514,0.7682,-0.1694,0.0336,1.3863,0.2594,154.2668,10.8276,0.1295,0.4769
2.5,82.4,4,0.33,2.48,[2.87 7.89],[2. 2.],4.89,0.0,9.51,0.13,0.9375,0.0625,5.0194,0.0805,-0.635,0.0104,1.5902,0.0088,2.474,0.0,1.8699,0.2618,6.22,2.1934,-0.1533,0.0478,1.4988,0.4492,133.9279,19.5132,0.001,0.7145
2.5,82.4,5,0.33,2.48,[3.09 5.58],[2. 2.],4.7,0.0,6.9,0.01,0.5625,0.4375,4.8279,0.0466,-0.6099,0.0059,1.5866,0.0072,2.474,0.0,1.4848,0.2485,2.9939,0.8184,-0.0804,0.0201,1.1517,0.0863,144.865,11.4581,0.2287,0.0092
2.5,82.4,6,0.33,2.48,[6.46 7.05],[2. 2.],4.75,0.02,5.64,0.0,0.2917,0.7083,4.8251,0.0222,-0.6096,0.0034,1.5766,0.0051,2.474,0.0,1.2676,0.2441,2.0802,0.9313,-0.0477,0.0154,0.9042,0.2873,135.1169,7.4138,0.0366,0.7274
2.5,82.4,7,0.33,2.48,[3.12 5.78],[2. 2.],4.84,0.0,7.22,0.1,0.5417,0.4583,4.9136,0.0477,-0.6208,0.006,1.5956,0.0064,2.474,0.0,1.5199,0.2435,5.3662,1.6321,-0.0911,0.0282,1.3388,0.0747,137.3188,45.2731,0.2109,0.007
2.5,90.0,0,0.0,2.5,[2.88 5.73],[2. 2.],4.64,0.02,6.74,0.01,0.625,0.375,4.787,0.0561,0.0258,0.0007,1.5645,0.0063,2.495,0.0,1.4927,0.1619,2.3223,0.742,-0.3987,0.0129,1.0901,0.1062,152.2568,13.4161,0.237,0.0097
2.5,90.0,1,0.0,2.5,[3.61 6.49],[2. 2.],4.74,0.0,7.93,0.08,0.9167,0.0833,4.8342,0.0648,0.0257,0.0009,1.5812,0.0069,2.495,0.0,1.6926,0.2591,3.6568,1.122,-0.4183,0.1329,1.1613,0.418,155.5565,14.1062,-0.0437,0.8368
2.5,90.0,2,0.0,2.5,[4.88 3.2 ],[2. 2.],4.77,0.0,9.01,0.0,0.9375,0.0417,4.8902,0.0825,0.0257,0.0005,1.5871,0.0086,2.495,0.0,1.7703,0.3086,4.4176,1.4651,-0.4433,0.1566,1.2798,0.5194,153.5973,17.2448,-0.1098,0.8994
2.5,90.0,2,0.0,2.5,[4.5 6.7],[1. 1.],4.68,0.0,8.94,0.03,0.8333,0.125,4.8348,0.0746,0.0254,0.0005,1.5727,0.0137,2.495,0.0,1.6519,0.2299,3.8194,0.9137,-0.2658,0.26,0.7113,0.7554,172.9239,22.9292,-1.3053,1.6806
2.5,90.0,3,0.0,2.5,[5.37 5.96],[2. 2.],4.76,0.0,8.44,0.02,0.9583,0.0417,4.8832,0.0699,0.0256,0.0006,1.5744,0.0082,2.495,0.0,1.7067,0.2097,3.5978,1.2155,-0.3978,0.1739,1.123,0.5846,154.7407,16.7662,-0.2806,1.0754
2.5,90.0,4,0.0,2.5,[3.28 7.24],[2. 2.],4.75,0.0,8.81,0.44,0.9583,0.0417,4.8861,0.066,0.0256,0.0005,1.5745,0.0104,2.495,0.0,1.6253,0.3288,3.8398,1.3091,-0.3439,0.207,0.987,0.7173,157.0644,18.2916,-0.6054,1.2994
2.5,90.0,5,0.0,2.5,[6.19 7.44],[2. 2.],4.64,0.01,8.1,0.0,0.8542,0.1458,4.766,0.0495,0.0256,0.0005,1.5739,0.0055,2.495,0.0,1.7709,0.2265,3.4466,1.2779,-0.4425,0.0734,1.2432,0.2322,158.541,11.0022,0.156,0.4348
2.5,90.0,6,0.0,2.5,[5.15 7.69],[2. 2.],4.81,0.0,8.12,0.09,0.7083,0.2917,4.9011,0.0604,0.0257,0.0005,1.5885,0.0085,2.495,0.0,1.7167,0.2343,4.3805,1.5632,-0.4543,0.0227,1.3955,0.11,141.1709,14.4664,0.2115,0.0104
2.5,90.0,7,0.0,2.5,[2.59 6.02],[2. 2.],4.83,0.0,9.27,0.05,0.9792,0.0208,4.9404,0.0632,0.0258,0.0005,1.585,0.0121,2.495,0.0,1.6058,0.2844,4.1432,1.284,-0.25,0.2323,0.6639,0.8399,163.6673,19.049,-1.2672,1.4402
2.8,45.0,0,1.98,1.98,[2.71 3.55],[2. 2.],5.05,0.01,4.63,0.0,0.9583,0.0,5.1708,0.0731,-5.1419,0.0738,1.7054,0.0079,1.975,0.0,3.3833,0.4335,4.8848,0.5875,1.6531,0.0217,0.5756,0.0996,97.425,9.5237,0.2237,0.0104
2.8,45.0,1,1.98,1.98,[5.93 5.25],[2. 2.],5.09,0.01,5.53,0.01,1.0,0.0,5.2377,0.0712,-5.2101,0.0718,1.7189,0.0059,1.975,0.0,3.4506,0.4354,6.8545,3.0068,1.6522,0.0298,0.8892,0.0873,86.554,8.6176,0.1978,0.0078
2.8,45.0,2,1.98,1.98,[3.37 6.62],[2. 2.],4.85,0.0,5.62,0.02,0.3958,0.25,5.031,0.0574,-5.005,0.0564,1.7051,0.0083,1.975,0.0,3.9664,0.4776,4.6056,0.3405,1.597,0.0159,0.7302,0.1117,107.13,13.5777,0.2155,0.0122
2.8,60.0,0,1.4,2.42,[4.86 5.9 ],[2. 2.],4.88,0.01,7.74,0.05,0.9583,0.0417,5.0015,0.0713,-2.8622,0.0408,1.604,0.0069,2.42,0.0,4.35,0.9259,6.6773,1.6406,0.9662,0.0272,1.4404,0.0813,117.8244,9.6832,0.1979,0.0078
2.8,60.0,1,1.4,2.42,[6.48 5.18],[2. 2.],4.86,0.01,8.21,0.37,0.8333,0.1667,4.9764,0.0744,-2.8487,0.0426,1.5984,0.0097,2.42,0.0,4.6842,0.8294,6.0333,1.2568,0.9543,0.0332,1.4135,0.1078,126.4235,13.3228,0.2005,0.0108
2.8,60.0,2,1.4,2.42,[4.56 7.67],[2. 2.],4.96,0.0,6.75,0.03,1.0,0.0,5.087,0.0784,-2.9119,0.0457,1.6092,0.0089,2.42,0.0,2.6582,0.8163,7.9396,1.314,1.0027,0.0206,1.4013,0.0783,103.1314,9.0036,0.197,0.0069
2.8,75.1,0,0.72,2.7,[5.38 7.65],[2. 2.],4.74,0.0,7.01,0.44,0.8958,0.1042,4.8727,0.0538,-1.2822,0.0148,1.5275,0.0078,2.7,0.0,2.4046,0.5863,6.0834,1.9391,0.315,0.0255,1.4582,0.0911,129.6964,12.8777,0.2184,0.0087
2.8,75.1,1,0.72,2.7,[2.9  5.99],[2. 2.],4.78,0.0,6.85,0.01,0.9167,0.0833,4.8952,0.072,-1.2885,0.0188,1.5402,0.008,2.7,0.0,2.4084,0.5367,6.0569,2.2445,0.3029,0.0223,1.5003,0.1179,128.3255,14.4619,0.2158,0.0108
2.8,75.1,2,0.72,2.7,[3.22 7.2 ],[2. 2.],4.93,0.0,9.52,0.17,1.0,0.0,5.0452,0.0747,-1.3284,0.0199,1.5511,0.0124,2.7,0.0,3.2473,0.4891,7.033,1.6996,0.2173,0.0358,1.837,0.0951,134.4359,14.4443,0.1919,0.0088
2.8,90.0,0,0.0,2.8,[3.15 6.07],[2. 2.],4.72,0.05,8.36,0.01,0.9375,0.0625,4.8258,0.0886,0.023,0.0005,1.5187,0.013,2.795,0.0,1.9379,0.405,5.1353,2.0184,-0.3756,0.1847,1.2938,0.7334,158.1928,16.5998,-0.3567,1.1477
2.8,90.0,1,0.0,2.8,[6.33 4.97],[2. 2.],4.66,0.0,8.12,0.02,1.0,0.0,4.77,0.0564,0.0229,0.0004,1.5105,0.0076,2.795,0.0,1.8277,0.2917,4.4528,0.9477,-0.3025,0.2211,0.9209,0.8363,167.0758,11.7197,-0.8592,1.3993
2.8,90.0,2,0.0,2.8,[3.1  6.25],[2. 2.],4.57,0.0,6.73,0.02,0.9375,0.0625,4.6578,0.0576,0.0228,0.0005,1.4874,0.013,2.795,0.0,1.5023,0.2145,3.0773,1.0616,-0.4026,0.0693,1.2908,0.2237,161.084,9.8093,0.1794,0.4216
3.0,22.5,3,2.77,1.15,[4.13 6.15],[2. 2.],4.8,0.01,7.55,0.0,0.7917,0.0,4.9491,0.0621,-11.912,0.1483,1.8644,0.0029,1.143,0.0,4.6089,0.5541,6.1245,0.6319,2.3761,0.0765,0.3937,0.0569,86.5645,13.8736,0.1726,0.0097
3.0,22.5,4,2.77,1.15,[4.96 5.05],[2. 2.],5.3,0.0,5.3,0.01,0.0,0.0,,,,,,,,,,,,,,,,,,,,
3.0,22.5,5,2.77,1.15,[5.66 6.9 ],[2. 2.],4.68,0.0,8.05,0.16,0.6458,0.0,4.839,0.0465,-11.6462,0.1117,1.8615,0.0052,1.143,0.0,4.8192,0.4752,5.8109,0.7283,2.3599,0.0277,0.4469,0.0619,87.349,6.1667,0.1697,0.0049
3.0,22.5,6,2.77,1.15,[2.6  3.44],[2. 2.],5.25,0.0,5.69,0.01,0.0625,0.0,5.274,0.0143,-12.691,0.0334,1.8753,0.0005,1.143,0.0,4.242,0.5396,5.3817,0.1986,2.4563,0.0798,0.182,0.1626,78.1464,18.1335,0.1823,0.0144
3.0,22.5,7,2.77,1.15,[5.39 3.66],[2. 2.],6.8,0.0,2.96,0.11,0.0,0.0,,,,,,,,,,,,,,,,,,,,
3.0,30.0,3,2.6,1.5,[3.35 5.06],[2. 2.],5.03,0.0,5.4,0.13,0.4375,0.0,5.228,0.044,-9.0224,0.0733,1.8034,0.0024,1.495,0.0,4.3699,0.5229,5.9104,0.7689,2.2302,0.0486,0.3308,0.0715,94.9909,12.2704,0.2049,0.0109
3.0,30.0,4,2.6,1.5,[5.27 7.77],[2. 2.],4.96,0.0,6.46,0.0,0.7083,0.0,5.1573,0.0421,-8.8955,0.0744,1.8096,0.003,1.495,0.0,4.2118,0.4028,5.3759,0.7266,2.2301,0.0201,0.5677,0.0405,87.8443,4.4559,0.1852,0.0035
3.0,30.0,5,2.6,1.5,[3.49 3.76],[2. 2.],4.81,0.0,9.29,0.01,0.9167,0.0833,4.9209,0.0648,-8.4895,0.115,1.7958,0.0049,1.495,0.0,5.8054,0.7985,6.747,2.2734,2.0756,0.3158,0.7697,0.2123,108.0059,25.3386,0.1119,0.4185
3.0,30.0,6,2.6,1.5,[3.87 3.67],[2. 2.],4.84,0.0,8.34,0.05,0.9375,0.0,4.9847,0.064,-8.5972,0.1133,1.7984,0.0039,1.495,0.0,5.3601,0.9199,6.4861,1.1616,2.1569,0.0364,0.7164,0.1853,100.5291,21.0093,0.1784,0.0172
3.0,30.0,7,2.6,1.5,[3.47 4.85],[2. 2.],5.12,0.01,5.86,0.05,0.9792,0.0,5.2763,0.0907,-9.1021,0.1551,1.8099,0.008,1.495,0.0,4.2669,0.5837,5.6693,0.5944,2.2301,0.3303,0.5194,0.142,83.0768,18.3331,0.125,0.408
3.0,37.6,3,2.38,1.83,[3.66 3.69],[2. 2.],5.06,0.04,5.16,0.02,0.6875,0.0,5.1963,0.0527,-6.7381,0.0719,1.7483,0.0059,1.8218,0.0004,4.2532,0.3893,5.6713,0.5354,2.0274,0.0271,0.5802,0.0761,94.7903,7.6026,0.2101,0.0071
3.0,37.6,4,2.38,1.83,[5.04 5.84],[2. 2.],5.04,0.0,7.05,0.37,1.0,0.0,5.1746,0.0711,-6.7097,0.0951,1.7476,0.0053,1.822,0.0002,4.4486,0.5437,6.5031,1.3088,1.9809,0.0308,0.982,0.0827,90.7506,6.6125,0.1795,0.0066
3.0,37.6,5,2.38,1.83,[5.33 5.89],[2. 2.],4.95,0.0,6.6,0.01,1.0,0.0,5.0785,0.0686,-6.5851,0.0889,1.7302,0.0081,1.8218,0.0004,4.9407,0.7633,6.2757,2.2483,1.9396,0.2734,0.7254,0.2225,109.9392,24.9791,0.1407,0.415
3.0,37.6,6,2.38,1.83,[3.4  4.34],[2. 2.],5.31,0.0,3.98,0.0,0.7917,0.125,5.4504,0.0596,-7.0692,0.0793,1.7648,0.0055,1.8219,0.0002,5.6331,3.1057,7.0171,2.647,2.131,0.0458,0.4609,0.1572,76.5224,13.4422,0.2149,0.0164
3.0,37.6,7,2.38,1.83,[5.93 7.06],[2. 2.],4.98,0.0,7.43,0.0,1.0,0.0,5.1119,0.0748,-6.6295,0.0975,1.7433,0.0058,1.8219,0.0004,4.8965,0.6,6.067,1.2357,1.9218,0.2751,0.9377,0.1815,98.8221,18.1916,0.125,0.3968
3.0,45.0,0,2.12,2.12,[3.7  3.27],[2. 2.],4.81,0.09,6.99,0.0,0.5417,0.4583,5.0194,0.097,-4.9928,0.0969,1.6654,0.008,2.117,0.0,5.3767,0.6858,5.886,1.1486,1.7027,0.0267,1.0652,0.1145,112.4936,13.9268,0.2015,0.0112
3.0,45.0,1,2.12,2.12,[6.03 5.03],[2. 2.],4.83,0.0,5.98,0.13,0.7083,0.2917,4.9907,0.066,-4.9626,0.0649,1.668,0.007,2.1169,0.0002,4.737,0.7565,5.4722,0.7035,1.7384,0.0219,0.8904,0.1348,111.3448,14.1992,0.2142,0.013
3.0,45.0,2,2.12,2.12,[4.15 3.02],[2. 2.],5.01,0.02,3.57,0.0,0.3958,0.0,5.1892,0.0563,-5.1632,0.0543,1.6836,0.0046,2.117,0.0,3.1436,0.451,4.5479,0.5059,1.8053,0.1078,0.3977,0.0932,98.9675,17.5481,0.2531,0.0174
3.0,45.0,3,2.12,2.12,[4.16 6.5 ],[2. 2.],4.99,0.01,6.88,0.0,1.0,0.0,5.1158,0.0817,-5.0844,0.0807,1.6852,0.0075,2.117,0.0001,4.701,0.7406,6.6869,1.5719,1.7154,0.0167,1.151,0.0734,99.7445,8.5786,0.1909,0.0073
3.0,45.0,4,2.12,2.12,[2.6 7.6],[2. 2.],4.9,0.01,7.12,0.01,0.8958,0.1042,5.0117,0.0719,-4.9813,0.0712,1.6771,0.0066,2.117,0.0,5.4178,0.6811,5.694,1.1318,1.6669,0.2526,1.0483,0.2096,115.1863,17.0613,0.1326,0.4329
3.0,45.0,5,2.12,2.12,[3.57 5.7 ],[2. 2.],4.91,0.0,6.46,0.17,0.9375,0.0625,5.0311,0.0752,-5.0002,0.0753,1.6792,0.0063,2.117,0.0,4.8843,0.7254,5.4941,0.9801,1.7188,0.0241,0.9975,0.1313,109.3486,14.6703,0.2043,0.0127
3.0,45.0,6,2.12,2.12,[3.9  3.23],[2. 2.],5.08,0.01,3.5,0.06,0.6042,0.0,5.251,0.0688,-5.2203,0.0657,1.682,0.0053,2.117,0.0,3.5673,0.3981,5.0427,0.5523,1.8487,0.0239,0.4858,0.1135,88.173,9.1042,0.2412,0.0121
3.0,45.0,7,2.12,2.12,[5.17 3.53],[2. 2.],4.9,0.0,6.14,0.05,0.8958,0.1042,5.0618,0.068,-5.0307,0.0654,1.6718,0.0107,2.117,0.0,4.7333,0.6078,5.7221,0.8441,1.729,0.0207,0.9969,0.0841,103.9156,9.5438,0.2032,0.0081
3.0,52.4,3,1.83,2.38,[5.61 5.56],[2. 2.],5.1,0.0,8.83,0.01,0.9792,0.0,5.2241,0.0782,-3.9803,0.0595,1.629,0.0072,2.375,0.0,4.8308,0.9234,9.421,2.1806,1.3673,0.0261,1.6674,0.0596,99.3761,7.8384,0.1739,0.0048
3.0,52.4,4,1.83,2.38,[4.67 7.31],[2. 2.],4.71,0.0,7.11,0.01,0.4375,0.5625,4.9154,0.0252,-3.7433,0.0197,1.6124,0.0101,2.375,0.0,5.7702,0.5208,5.3628,0.5053,1.4052,0.0152,1.237,0.078,126.4631,9.8678,0.211,0.0063
3.0,52.4,5,1.83,2.38,[4.44 7.58],[2. 2.],4.83,0.02,7.91,0.05,0.7083,0.2917,4.9796,0.053,-3.7939,0.0421,1.6229,0.005,2.375,0.0,6.3803,0.5159,6.2355,0.7817,1.3811,0.0213,1.3762,0.0891,123.5779,12.1229,0.1997,0.009
3.0,52.4,6,1.83,2.38,[5.78 5.9 ],[2. 2.],4.83,0.0,6.03,0.01,0.9375,0.0625,4.947,0.0605,-3.7684,0.048,1.6132,0.0121,2.375,0.0,4.8394,0.4891,5.3057,0.8712,1.4174,0.2097,1.0778,0.215,119.9379,16.9007,0.1524,0.4299
3.0,52.4,7,1.83,2.38,[4.56 4.78],[2. 2.],5.02,0.0,6.1,0.03,1.0,0.0,5.1429,0.0814,-3.9166,0.0638,1.6238,0.0073,2.375,0.0,3.6996,0.5295,7.8673,1.2661,1.4467,0.0259,1.3301,0.0704,94.7709,7.4831,0.1959,0.0058
3.0,60.0,0,1.5,2.6,[3.55 6.19],[2. 2.],4.88,0.12,8.91,0.05,0.8958,0.1042,5.1219,0.1273,-2.9331,0.0734,1.5907,0.0124,2.593,0.0,4.9632,1.1984,8.8721,2.3964,1.0219,0.0292,1.7761,0.1137,116.3405,16.8572,0.1861,0.0105
3.0,60.0,1,1.5,2.6,[4.04 5.57],[2. 2.],4.74,0.0,3.78,0.0,0.8958,0.0417,4.8503,0.0586,-2.7772,0.0345,1.5528,0.0073,2.593,0.0,2.4428,0.4168,4.3752,1.1831,1.1668,0.175,0.7982,0.1939,110.3239,18.4307,0.1898,0.4415
3.0,60.0,2,1.5,2.6,[3.97 4.01],[2. 2.],4.77,0.0,3.81,0.02,1.0,0.0,4.9003,0.0619,-2.8064,0.0359,1.5547,0.0082,2.593,0.0,2.3146,0.5342,4.8765,1.2029,1.1936,0.0226,0.8913,0.1235,103.166,12.1399,0.2503,0.0127
3.0,60.0,3,1.5,2.6,[4.16 6.02],[2. 2.],4.94,0.0,7.41,0.0,1.0,0.0,5.0692,0.0689,-2.9013,0.0395,1.5822,0.0147,2.593,0.0,4.4244,1.0429,8.1822,2.1954,1.0573,0.0279,1.6219,0.0722,110.3492,9.8075,0.1933,0.0059
3.0,60.0,4,1.5,2.6,[2.9  3.23],[2. 2.],5.04,0.0,8.37,0.01,1.0,0.0,5.1867,0.0684,-2.9681,0.0402,1.5994,0.0073,2.593,0.0,4.0146,1.1233,10.3549,1.9814,1.0455,0.0184,1.8004,0.0645,103.8104,8.2894,0.1803,0.0048
3.0,60.0,5,1.5,2.6,[5.34 7.84],[2. 2.],5.0,0.01,8.39,0.01,1.0,0.0,5.145,0.0841,-2.9447,0.0484,1.5953,0.0088,2.593,0.0,4.5333,1.0466,9.1861,2.6811,1.0443,0.0139,1.7687,0.0767,108.0435,10.4134,0.1836,0.0069
3.0,60.0,6,1.5,2.6,[5.31 6.67],[2. 2.],5.01,0.0,9.37,0.02,1.0,0.0,5.1528,0.0681,-2.9487,0.0389,1.5966,0.0067,2.593,0.0,5.385,0.549,8.3453,2.2724,1.0159,0.0223,1.8468,0.0574,113.1607,8.4897,0.1798,0.0055
3.0,60.0,7,1.5,2.6,[3.95 7.53],[2. 2.],4.81,0.0,6.74,0.0,0.8958,0.1042,4.9411,0.0708,-2.8263,0.039,1.5672,0.0076,2.593,0.0,4.9965,0.7607,6.47,1.5369,1.0808,0.026,1.431,0.0982,121.2808,13.2281,0.2104,0.01
3.0,67.5,3,1.15,2.77,[6.07 6.69],[2. 2.],4.92,0.0,7.87,0.04,1.0,0.0,5.0548,0.0761,-2.0692,0.0303,1.5466,0.0165,2.767,0.0,3.9981,0.9834,9.1083,2.5396,0.7016,0.0255,1.8229,0.0827,115.5965,10.3717,0.1933,0.0072
