vz_d,vx_d,trial_num,landing_rate,RREV_threshold,G1,G2,RREV_sig,G1_sig,G2_sig,RREV_trigger,OF_y,My_d,impact_eul,alpha_mu,alpha_sigma,mu_ini,sigma_ini
1.5,0.0,0,0.0,4.81,9.69,2.22,0.01,0.17,0.02,,,,,[0. 0.],[0. 0.],[5.47 4.49 3.57],[2. 2. 2.]
1.5,0.0,1,0.0,15.17,6.04,6.3,1.23,0.72,0.08,,,,,[0. 0.],[0. 0.],[2.08 5.95 3.96],[2. 2. 2.]
1.5,0.0,2,0.0,1.1,6.36,2.43,0.0,0.01,0.09,,,,,[0. 0.],[0. 0.],[1.26 6.07 4.5 ],[2. 2. 2.]
1.5,0.0,3,0.0,4.89,8.53,4.55,0.04,0.05,0.02,,,,,[0. 0.],[0. 0.],[6.37 6.68 2.3 ],[2. 2. 2.]
1.5,0.0,4,0.0,1.08,6.66,3.39,0.01,0.02,0.87,,,,,[0. 0.],[0. 0.],[1.5  4.   3.05],[2. 2. 2.]
1.5,0.0,5,0.0,12.56,0.23,5.55,0.3,0.0,0.04,,,,,[0. 0.],[0. 0.],[2.97 4.94 4.64],[2. 2. 2.]
1.5,0.25,0,0.0,10.02,6.84,1.22,0.06,0.04,0.38,,,,,[0. 0.],[0. 0.],[4.84 4.72 3.11],[2. 2. 2.]
1.5,0.25,1,0.0,2.05,3.47,7.81,0.04,0.04,0.16,,,,,[0. 0.],[0. 0.],[2.   5.68 4.19],[2. 2. 2.]
1.5,0.25,2,0.0,3.51,1.7,5.45,0.04,0.02,0.1,,,,,[0. 0.],[0. 0.],[2.6  2.19 1.15],[2. 2. 2.]
1.5,0.25,4,0.04545454680919647,5.39,5.3,2.66,0.01,0.0,0.1,6.2139999999999995,-0.912,-3.056,-59.4867250941681,[0. 0.],[0. 0.],[5.95 4.72 3.49],[2. 2. 2.]
1.5,0.25,5,0.03846153989434242,5.08,7.48,7.19,0.01,0.4,0.23,6.229,-0.914,-4.1610000000000005,-70.50686972489345,[0. 0.],[0. 0.],[5.47 6.05 5.45],[2. 2. 2.]
1.5,0.5,0,0.0,3.85,2.49,2.84,0.15,0.0,0.01,,,,,[0. 0.],[0. 0.],[4.99 6.46 4.15],[2. 2. 2.]
1.5,0.5,1,0.0,7.09,1.91,4.69,0.34,0.01,0.02,,,,,[0. 0.],[0. 0.],[2.17 3.94 1.51],[2. 2. 2.]
1.5,0.5,2,0.0,12.4,14.17,8.25,0.63,0.83,0.38,,,,,[0. 0.],[0. 0.],[1.43 6.59 6.28],[2. 2. 2.]
1.5,0.5,4,0.0,4.45,5.26,15.12,0.05,0.09,0.06,,,,,[0. 0.],[0. 0.],[3.2  5.54 4.3 ],[2. 2. 2.]
1.5,0.5,5,0.0,4.96,10.9,12.43,0.05,0.05,0.11,,,,,[0. 0.],[0. 0.],[6.74 6.7  2.88],[2. 2. 2.]
1.5,0.75,0,0.0,4.5,10.79,1.28,0.05,2.92,0.14,,,,,[0. 0.],[0. 0.],[5.93 5.27 1.57],[2. 2. 2.]
1.5,0.75,1,0.0,1.49,3.74,1.69,0.0,0.45,0.04,,,,,[0. 0.],[0. 0.],[2.48 6.17 1.5 ],[2. 2. 2.]
1.5,0.75,2,0.0,5.12,8.26,3.26,0.01,0.34,0.01,,,,,[0. 0.],[0. 0.],[6.65 6.87 3.86],[2. 2. 2.]
1.5,0.75,3,0.0,12.62,9.33,3.5,0.01,0.06,0.08,,,,,[0. 0.],[0. 0.],[6.84 4.29 3.28],[2. 2. 2.]
1.5,0.75,4,0.0,2.89,4.09,6.18,0.02,0.01,0.02,,,,,[0. 0.],[0. 0.],[1.39 4.48 3.74],[2. 2. 2.]
1.5,0.75,5,0.0,13.39,6.36,3.09,0.86,0.03,0.32,,,,,[0. 0.],[0. 0.],[5.61 5.62 3.2 ],[2. 2. 2.]
1.5,1.0,0,0.4166666567325592,5.15,5.68,2.05,0.55,0.02,0.0,5.6158,-3.2966,-2.5164,-99.05707857350528,[0. 0.],[0. 0.],[4.19 2.7  1.92],[2. 2. 2.]
1.5,1.0,1,0.1111111119389534,5.31,7.21,2.9,0.04,0.2,0.27,5.8709999999999996,-3.4456666666666664,-3.1946666666666665,-87.7216935341872,[0. 0.],[0. 0.],[6.98 5.41 5.24],[2. 2. 2.]
1.5,1.0,2,0.0,4.22,5.88,9.15,0.0,0.01,0.01,,,,,[0. 0.],[0. 0.],[4.48 4.84 4.11],[2. 2. 2.]
1.5,1.0,3,0.0,5.52,7.32,2.01,0.06,0.9,0.02,,,,,[0. 0.],[0. 0.],[3.97 6.29 2.3 ],[2. 2. 2.]
1.5,1.0,5,0.03448275849223137,4.83,11.44,2.74,0.1,0.74,0.2,4.997,-2.9339999999999997,-5.7989999999999995,-132.32610996119155,[0. 0.],[0. 0.],[6.37 6.88 4.81],[2. 2. 2.]
1.5,1.25,2,0.25,5.13,7.12,1.26,0.16,0.47,0.22,5.4276,-3.9823999999999997,-3.3897999999999997,-97.72202335305498,[0. 0.],[0. 0.],[1.58 4.59 4.35],[2. 2. 2.]
1.5,1.25,3,0.1599999964237213,5.0,7.59,0.36,0.0,0.12,0.01,5.309,-3.8955,-3.90575,-106.94223757149211,[0. 0.],[0. 0.],[6.12 5.39 1.08],[2. 2. 2.]
1.5,1.25,4,0.23333333432674408,5.19,10.38,3.34,0.14,0.09,0.26,5.271285714285715,-3.8677142857142863,-4.138428571428571,-99.91110493421154,[0. 0.],[0. 0.],[4.86 3.43 1.48],[2. 2. 2.]
1.5,1.5,0,0.4482758641242981,5.13,12.44,4.23,0.06,0.32,0.02,5.241076923076922,-4.614461538461538,-4.62276923076923,-107.40803272470784,[0. 0.],[0. 0.],[6.54 5.51 3.74],[2. 2. 2.]
1.5,1.5,5,0.23333333432674408,5.63,7.53,1.4,0.05,0.15,0.71,5.983857142857144,-5.268285714285715,-3.6710000000000003,-81.97563838763035,[0. 0.],[0. 0.],[4.48 4.13 2.36],[2. 2. 2.]
1.5,1.75,0,0.5199999809265137,4.9,12.8,1.12,0.45,0.02,0.01,5.282769230769231,-5.426461538461538,-6.148076923076923,-105.40522866753622,[0. 0.],[0. 0.],[4.68 4.39 1.02],[2. 2. 2.]
1.5,1.75,1,0.4137931168079376,5.01,12.52,2.24,0.12,0.18,0.02,5.374083333333334,-5.520499999999999,-5.486083333333333,-106.10444822539426,[0. 0.],[0. 0.],[6.26 3.08 2.48],[2. 2. 2.]
1.5,1.75,3,0.4642857015132904,5.67,6.5,2.69,0.03,0.06,0.01,6.137307692307692,-6.304000000000001,-2.300461538461538,-75.55416785461912,[0. 0.],[0. 0.],[6.08 4.63 3.21],[2. 2. 2.]
1.5,2.0,3,0.0,3.0,8.68,6.26,0.02,0.0,0.06,,,,,[0. 0.],[0. 0.],[2.93 6.49 5.7 ],[2. 2. 2.]
1.5,2.0,4,0.5333333611488342,5.58,7.08,1.41,0.01,0.01,0.08,6.0473125,-7.0995625,-3.302625,-79.41080638105353,[0. 0.],[0. 0.],[1.36 4.81 1.69],[2. 2. 2.]
1.5,2.0,5,0.0,2.21,3.66,1.68,0.01,0.01,0.05,,,,,[0. 0.],[0. 0.],[1.3  3.31 1.1 ],[2. 2. 2.]
1.5,2.25,0,0.7666666507720947,5.31,8.86,1.47,0.0,0.01,0.26,5.8533043478260876,-7.7308260869565215,-4.004782608695652,-89.38500949893448,[0. 0.],[0. 0.],[4.93 6.16 1.63],[2. 2. 2.]
1.5,2.25,1,0.699999988079071,5.45,10.02,1.79,0.0,0.22,0.63,5.943476190476191,-7.8497619047619045,-4.455952380952381,-84.38206459562599,[0. 0.],[0. 0.],[6.07 5.65 1.19],[2. 2. 2.]
1.5,2.25,4,0.7333333492279053,5.23,14.39,4.24,0.16,0.22,0.1,5.837954545454545,-7.710636363636365,-5.226590909090909,-88.5932290696044,[0. 0.],[0. 0.],[6.69 6.86 3.81],[2. 2. 2.]
1.5,2.5,3,0.6363636255264282,5.58,4.6,0.69,0.01,0.0,0.02,6.108571428571429,-8.964714285714285,-2.1919285714285714,-75.54312841169346,[0. 0.],[0. 0.],[6.43 2.91 2.58],[2. 2. 2.]
1.5,2.5,5,0.8999999761581421,4.98,11.24,1.32,0.01,0.13,0.01,5.597592592592592,-8.214370370370368,-5.225296296296296,-95.07508220234706,[0. 0.],[0. 0.],[4.91 2.25 1.62],[2. 2. 2.]
1.75,0.0,0,0.0,11.34,7.22,6.96,0.03,0.29,0.0,,,,,[0. 0.],[0. 0.],[6.1  6.52 5.71],[2. 2. 2.]
1.75,0.0,1,0.0,1.19,5.09,3.96,0.01,0.13,0.06,,,,,[0. 0.],[0. 0.],[2.09 5.49 3.06],[2. 2. 2.]
1.75,0.0,2,0.0,13.95,5.4,5.44,0.05,0.04,0.08,,,,,[0. 0.],[0. 0.],[4.51 4.73 4.69],[2. 2. 2.]
1.75,0.0,3,,1.68,19.66,2.72,0.02,0.08,0.07,,,,,[0. 0.],[0. 0.],[1.66 5.46 2.57],[2. 2. 2.]
1.75,0.0,4,0.0,10.28,9.88,3.53,0.1,0.1,0.14,,,,,[0. 0.],[0. 0.],[5.56 4.75 2.14],[2. 2. 2.]
1.75,0.25,0,0.0,14.07,13.58,6.66,0.88,0.07,0.26,,,,,[0. 0.],[0. 0.],[1.96 6.01 3.13],[2. 2. 2.]
1.75,0.25,1,0.0416666679084301,5.19,4.45,4.98,0.0,0.02,0.32,6.25,-0.8,-2.394,-57.640600127558976,[0. 0.],[0. 0.],[5.2  3.16 3.  ],[2. 2. 2.]
1.75,0.25,2,0.0,7.32,1.29,5.41,0.12,0.02,0.03,,,,,[0. 0.],[0. 0.],[6.52 2.48 1.75],[2. 2. 2.]
1.75,0.25,3,0.0,13.75,5.98,3.73,0.14,2.77,0.03,,,,,[0. 0.],[0. 0.],[6.96 2.   1.82],[2. 2. 2.]
1.75,0.25,4,0.0,8.61,11.34,2.77,0.53,0.9,0.33,,,,,[0. 0.],[0. 0.],[3.36 4.61 2.72],[2. 2. 2.]
1.75,0.25,5,0.0,3.59,1.18,1.85,0.03,0.05,0.04,,,,,[0. 0.],[0. 0.],[3.25 1.94 1.04],[2. 2. 2.]
1.75,0.5,0,0.0,3.25,1.44,2.68,0.0,0.02,0.35,,,,,[0. 0.],[0. 0.],[2.41 3.12 1.23],[2. 2. 2.]
1.75,0.5,1,0.07692307978868484,5.64,6.86,2.83,0.02,0.07,0.03,6.253,-1.6005,-3.834,-71.1397455851753,[0. 0.],[0. 0.],[5.98 5.6  3.88],[2. 2. 2.]
1.75,0.5,2,0.0,2.0,2.16,0.61,0.0,0.25,0.27,,,,,[0. 0.],[0. 0.],[3.83 5.04 1.42],[2. 2. 2.]
1.75,0.5,3,0.0,5.14,9.38,4.12,0.11,0.77,0.14,,,,,[0. 0.],[0. 0.],[3.76 6.81 3.3 ],[2. 2. 2.]
1.75,0.5,4,0.2142857164144516,5.95,4.87,4.48,0.01,0.1,0.68,6.190666666666668,-1.5843333333333334,-2.330666666666667,-66.49217791826987,[0. 0.],[0. 0.],[5.72 6.67 4.52],[2. 2. 2.]
1.75,0.5,5,0.03703703731298447,5.07,6.12,4.86,0.03,2.27,0.11,6.222,-1.59,-1.719,-69.9765108527655,[0. 0.],[0. 0.],[6.55 6.62 4.38],[2. 2. 2.]
1.75,0.75,0,0.0,4.88,11.93,0.41,0.02,0.05,0.01,,,,,[0. 0.],[0. 0.],[3.68 5.1  1.19],[2. 2. 2.]
1.75,0.75,3,0.0,4.08,6.3,1.15,0.33,0.71,0.26,,,,,[0. 0.],[0. 0.],[1.06 2.43 1.88],[2. 2. 2.]
1.75,0.75,4,0.0,15.36,7.72,2.23,0.81,0.33,0.26,,,,,[0. 0.],[0. 0.],[4.48 5.84 1.85],[2. 2. 2.]
1.75,0.75,5,0.0,5.46,6.01,2.2,0.04,0.07,0.04,,,,,[0. 0.],[0. 0.],[6.43 3.84 3.43],[2. 2. 2.]
1.75,1.0,0,0.0,2.14,4.34,4.8,0.0,0.01,0.03,,,,,[0. 0.],[0. 0.],[2.78 6.18 5.99],[2. 2. 2.]
1.75,1.0,1,0.0,12.72,8.98,1.76,1.27,0.87,0.1,,,,,[0. 0.],[0. 0.],[5.17 2.63 1.02],[2. 2. 2.]
1.75,1.0,2,0.0,3.27,2.15,1.95,0.13,0.1,0.02,,,,,[0. 0.],[0. 0.],[2.6  3.5  2.96],[2. 2. 2.]
1.75,1.0,3,0.06666667014360428,4.85,10.46,1.66,0.02,0.63,0.03,4.964,-2.5395000000000003,-4.834,-145.6317073591061,[0. 0.],[0. 0.],[2.07 3.11 2.45],[2. 2. 2.]
1.75,1.0,4,0.0,7.98,9.83,1.23,0.91,0.17,0.36,,,,,[0. 0.],[0. 0.],[6.42 6.41 2.87],[2. 2. 2.]
1.75,1.0,5,0.26923078298568726,5.05,5.9,4.2,0.12,0.0,0.9,5.932571428571428,-3.0354285714285716,-2.178142857142857,-78.92736894177077,[0. 0.],[0. 0.],[3.02 5.3  1.07],[2. 2. 2.]
1.75,1.25,3,0.4615384638309479,5.16,5.46,2.0,0.02,0.01,0.06,5.6883333333333335,-3.63925,-2.3802499999999998,-82.75763410380539,[0. 0.],[0. 0.],[5.1  5.02 2.51],[2. 2. 2.]
1.75,1.5,2,0.2666666805744171,5.0,12.63,1.13,0.22,0.67,0.12,5.296125,-4.0657499999999995,-6.2170000000000005,-128.69633223909514,[0. 0.],[0. 0.],[5.79 6.99 1.95],[2. 2. 2.]
1.75,1.5,4,0.44999998807907104,5.81,5.28,1.85,0.01,0.02,0.23,6.053111111111111,-4.646555555555555,-2.3746666666666667,-70.66451550452906,[0. 0.],[0. 0.],[6.57 5.59 4.31],[2. 2. 2.]
1.75,1.75,3,0.9583333134651184,4.95,6.27,2.0,0.01,0.03,0.13,5.8163478260869566,-5.210217391304349,-2.6183478260869566,-80.10215384774797,[0. 0.],[0. 0.],[2.63 5.71 4.73],[2. 2. 2.]
1.75,1.75,5,0.6333333253860474,5.09,9.88,3.7,0.04,0.26,0.02,5.578947368421052,-4.996842105263158,-3.691789473684211,-92.75367503571992,[0. 0.],[0. 0.],[2.79 5.21 4.63],[2. 2. 2.]
1.75,2.0,3,0.7586206793785095,5.24,8.95,4.06,0.07,0.01,0.02,5.831363636363636,-5.96881818181818,-2.793818181818182,-82.19853309944575,[0. 0.],[0. 0.],[5.35 6.61 5.21],[2. 2. 2.]
1.75,2.0,4,0.9599999785423279,5.04,5.93,1.51,0.02,0.15,0.03,5.760625,-5.896708333333333,-2.591833333333333,-79.45225231834758,[0. 0.],[0. 0.],[5.88 6.7  5.07],[2. 2. 2.]
1.75,2.0,5,1.0,4.75,8.38,1.96,0.09,1.5,0.46,5.603285714285714,-5.7362142857142855,-3.404357142857143,-91.49834706233176,[0. 0.],[0. 0.],[4.27 2.1  1.26],[2. 2. 2.]
1.75,2.25,0,0.8999999761581421,4.81,4.32,0.41,0.0,0.15,0.17,5.746055555555555,-6.617500000000001,-2.147222222222222,-88.10732539250691,[0. 0.],[0. 0.],[4.35 4.12 1.14],[2. 2. 2.]
1.75,2.25,1,0.9666666388511658,4.97,10.59,2.96,0.01,0.09,0.1,5.722827586206896,-6.590620689655173,-4.113310344827587,-89.66399504467256,[0. 0.],[0. 0.],[3.2  6.46 5.8 ],[2. 2. 2.]
1.75,2.25,5,0.699999988079071,5.25,9.82,1.45,0.01,0.41,0.0,5.714619047619047,-6.580285714285713,-4.827,-87.24292472592846,[0. 0.],[0. 0.],[6.96 6.2  1.44],[2. 2. 2.]
1.75,2.5,0,0.7857142686843872,5.37,8.25,3.13,0.0,0.32,0.01,5.8183181818181815,-7.445681818181819,-2.446909090909091,-87.89684480913932,[0. 0.],[0. 0.],[2.29 5.01 2.83],[2. 2. 2.]
1.75,2.5,2,1.0,4.81,8.23,1.52,0.03,0.25,0.03,5.6089,-7.178049999999999,-3.5483999999999996,-92.32439718577874,[0. 0.],[0. 0.],[4.1  2.9  1.42],[2. 2. 2.]
2.0,0.0,0,0.0,1.73,2.8,2.35,0.03,0.02,0.45,,,,,[0. 0.],[0. 0.],[1.53 2.64 1.69],[2. 2. 2.]
2.0,0.0,1,,0.51,7.41,2.92,0.01,0.1,0.17,,,,,[0. 0.],[0. 0.],[4.16 6.74 2.52],[2. 2. 2.]
2.0,0.0,2,0.0,4.77,5.99,6.15,0.0,0.11,0.07,,,,,[0. 0.],[0. 0.],[4.49 6.05 5.67],[2. 2. 2.]
2.0,0.0,3,0.0,1.09,5.6,11.99,0.0,0.11,0.01,,,,,[0. 0.],[0. 0.],[2.05 6.54 4.51],[2. 2. 2.]
2.0,0.0,4,,6.25,9.3,4.95,0.03,0.01,0.0,,,,,[0. 0.],[0. 0.],[5.53 5.24 4.2 ],[2. 2. 2.]
2.0,0.25,0,0.0,4.97,7.11,1.53,0.06,0.45,0.06,,,,,[0. 0.],[0. 0.],[4.56 3.82 1.71],[2. 2. 2.]
2.0,0.25,1,0.0,5.05,6.1,1.37,0.03,0.45,0.78,,,,,[0. 0.],[0. 0.],[2.67 5.14 2.55],[2. 2. 2.]
2.0,0.25,2,0.0,1.56,3.6,4.9,0.0,0.34,0.04,,,,,[0. 0.],[0. 0.],[2.23 4.94 1.96],[2. 2. 2.]
2.0,0.25,3,0.03333333507180214,5.05,12.95,4.36,0.03,0.17,0.06,5.088,-0.5760000000000001,-6.414,-163.32385838412299,[0. 0.],[0. 0.],[3.43 6.28 1.98],[2. 2. 2.]
2.0,0.25,4,0.0,4.82,9.43,0.45,0.01,0.39,0.04,,,,,[0. 0.],[0. 0.],[5.61 6.37 1.15],[2. 2. 2.]
2.0,0.25,5,0.1111111119389534,4.96,5.4,1.11,0.0,0.02,0.52,5.842666666666667,-0.6616666666666666,-3.113,-56.69126748725545,[0. 0.],[0. 0.],[3.97 6.57 2.23],[2. 2. 2.]
2.0,0.5,0,0.0,5.27,7.01,3.17,0.0,0.24,0.1,,,,,[0. 0.],[0. 0.],[6.42 6.45 4.16],[2. 2. 2.]
2.0,0.5,1,0.03999999910593033,5.39,6.38,5.03,0.03,0.07,0.03,5.86,-1.329,-3.032,-68.12193453413533,[0. 0.],[0. 0.],[2.79 6.88 4.06],[2. 2. 2.]
2.0,0.5,2,0.0,4.58,1.54,4.63,0.02,0.02,0.36,,,,,[0. 0.],[0. 0.],[3.63 3.71 3.07],[2. 2. 2.]
2.0,0.5,3,0.0,8.27,9.89,2.22,0.23,0.08,0.09,,,,,[0. 0.],[0. 0.],[6.8  6.79 4.69],[2. 2. 2.]
2.0,0.5,4,0.0,11.87,11.09,7.26,0.29,0.01,0.24,,,,,[0. 0.],[0. 0.],[2.73 6.75 3.42],[2. 2. 2.]
2.0,0.5,5,0.0,10.96,6.91,1.3,0.17,0.26,0.12,,,,,[0. 0.],[0. 0.],[2.6  5.27 4.17],[2. 2. 2.]
2.0,0.75,0,0.0,1.82,4.82,6.05,0.04,0.01,0.02,,,,,[0. 0.],[0. 0.],[1.46 6.41 6.33],[2. 2. 2.]
2.0,0.75,1,0.0,4.8,5.95,1.85,0.08,0.05,0.01,,,,,[0. 0.],[0. 0.],[5.49 5.81 2.34],[2. 2. 2.]
2.0,0.75,2,0.0,3.78,2.74,5.69,0.06,0.08,0.11,,,,,[0. 0.],[0. 0.],[4.19 5.57 5.1 ],[2. 2. 2.]
2.0,0.75,3,0.03703703731298447,5.14,5.57,3.13,0.01,0.0,0.5,6.109,-2.076,-2.847,-54.90441772802615,[0. 0.],[0. 0.],[2.53 4.48 3.93],[2. 2. 2.]
2.0,0.75,4,0.0,1.87,5.39,8.25,0.02,0.01,0.18,,,,,[0. 0.],[0. 0.],[1.58 6.65 3.61],[2. 2. 2.]
2.0,0.75,5,0.0,5.11,4.51,1.06,0.0,0.02,0.03,,,,,[0. 0.],[0. 0.],[3.03 2.85 1.33],[2. 2. 2.]
2.0,1.0,0,0.6666666865348816,4.81,6.83,3.04,0.03,0.26,0.01,5.47655,-2.4836,-2.9692000000000003,-84.56601856397826,[0. 0.],[0. 0.],[4.08 4.93 2.21],[2. 2. 2.]
2.0,1.0,1,0.0,9.58,3.37,6.35,0.36,0.01,0.04,,,,,[0. 0.],[0. 0.],[3.66 4.49 1.83],[2. 2. 2.]
2.0,1.0,2,0.0,5.55,6.22,5.28,0.02,0.28,0.01,,,,,[0. 0.],[0. 0.],[4.01 6.37 6.28],[2. 2. 2.]
2.0,1.0,3,0.0,5.9,1.8,8.65,0.01,0.0,0.35,,,,,[0. 0.],[0. 0.],[4.17 1.74 1.25],[2. 2. 2.]
2.0,1.0,4,0.03333333507180214,5.19,8.52,2.76,0.12,0.31,0.14,5.156000000000001,-2.338,-3.6630000000000003,-118.76735327216534,[0. 0.],[0. 0.],[5.34 3.69 2.1 ],[2. 2. 2.]
2.0,1.0,5,,1.97,5.0,0.56,0.03,0.01,0.0,,,,,[0. 0.],[0. 0.],[1.67 4.07 3.64],[2. 2. 2.]
2.0,1.25,1,0.23333333432674408,4.96,11.54,0.36,0.06,2.18,0.03,5.355428571428571,-3.0365714285714285,-6.343285714285713,-131.03461840444268,[0. 0.],[0. 0.],[3.17 6.26 1.09],[2. 2. 2.]
2.0,1.25,3,0.20000000298023224,4.96,6.17,2.28,0.0,1.46,0.19,5.301,-3.005,-2.617,-100.02924526158301,[0. 0.],[0. 0.],[6.66 6.68 3.19],[2. 2. 2.]
2.0,1.25,4,0.6399999856948853,5.34,6.07,4.42,0.0,0.08,0.04,5.5605625,-3.1525,-1.9917500000000001,-84.81382760839436,[0. 0.],[0. 0.],[6.43 4.32 2.66],[2. 2. 2.]
2.0,1.25,5,0.40740740299224854,5.13,4.78,1.31,0.01,0.12,0.01,5.493454545454545,-3.1121818181818184,-2.2018181818181817,-84.51673908797741,[0. 0.],[0. 0.],[6.25 4.84 1.12],[2. 2. 2.]
2.0,1.5,5,0.8461538553237915,5.04,4.58,1.04,0.21,0.17,0.02,5.503590909090908,-3.743227272727272,-2.1305454545454547,-86.34502229453122,[0. 0.],[0. 0.],[3.97 2.58 2.45],[2. 2. 2.]
2.0,1.75,1,0.5925925970077515,4.87,7.71,2.25,0.11,0.43,0.31,5.335875,-4.2358125,-3.3440625,-104.65178082122915,[0. 0.],[0. 0.],[5.87 4.14 3.01],[2. 2. 2.]
2.0,1.75,3,0.7241379022598267,4.67,17.91,5.67,0.05,0.19,0.16,5.190142857142858,-4.11904761904762,-6.955190476190476,-103.94577549406954,[0. 0.],[0. 0.],[6.11 5.52 4.89],[2. 2. 2.]
2.0,1.75,4,0.6896551847457886,4.73,10.91,2.92,0.12,2.4,0.06,5.3337,-4.234399999999999,-4.27265,-95.30970827765603,[0. 0.],[0. 0.],[6.72 6.81 3.38],[2. 2. 2.]
2.0,2.0,0,0.9130434989929199,4.77,5.95,1.51,0.03,0.26,0.35,5.512761904761905,-5.001380952380952,-2.4619047619047625,-93.10034056019784,[0. 0.],[0. 0.],[2.67 5.5  1.18],[2. 2. 2.]
2.0,2.0,2,0.7586206793785095,5.25,5.11,0.77,0.01,0.04,0.04,5.641545454545454,-5.119090909090908,-2.4812272727272724,-82.74787514266409,[0. 0.],[0. 0.],[6.1  4.03 3.61],[2. 2. 2.]
2.0,2.0,3,0.7142857313156128,4.95,11.89,1.63,0.08,1.08,0.03,5.31045,-4.818250000000001,-5.3831,-113.40869593144672,[0. 0.],[0. 0.],[3.51 4.91 1.6 ],[2. 2. 2.]
2.0,2.25,0,0.6842105388641357,5.05,6.43,2.7,0.05,0.06,0.0,5.520076923076923,-5.634923076923077,-2.018692307692308,-89.51171703530795,[0. 0.],[0. 0.],[5.03 3.41 3.14],[2. 2. 2.]
2.0,2.25,2,0.6551724076271057,5.13,14.79,2.57,0.15,0.12,0.0,5.523052631578947,-5.638473684210526,-6.750421052631579,-118.02588213810063,[0. 0.],[0. 0.],[5.54 6.25 2.19],[2. 2. 2.]
2.0,2.25,3,0.95652174949646,4.79,7.16,3.17,0.06,0.1,0.25,5.497863636363636,-5.611909090909091,-2.1684545454545456,-90.43982833003115,[0. 0.],[0. 0.],[3.   6.37 2.39],[2. 2. 2.]
2.0,2.5,0,0.9333333373069763,5.07,6.13,0.56,0.13,1.1,0.07,5.564571428571428,-6.311392857142857,-3.538,-96.82240301251649,[0. 0.],[0. 0.],[5.66 5.31 3.7 ],[2. 2. 2.]
2.0,2.5,3,0.1666666716337204,6.06,6.81,2.44,0.01,0.19,0.35,6.268666666666667,-7.1113333333333335,-2.5559999999999996,-67.00442200075645,[0. 0.],[0. 0.],[4.44 6.5  4.8 ],[2. 2. 2.]
